timestamp,lift_id,lift_model,lift_age_hours,ARM_DIST_mm,DOOR_DIST_mm,FLOOR_DIST_mm,ROPE_MFL_mV,BEARING_TEMP_C,maintenance_done
2024-04-23 12:00:00,LIFT_001,Otis Gen2,26484,0.81,7.963,8.003,14.988,58.219,False
2024-04-24 00:00:00,LIFT_001,Otis Gen2,26496,0.838,8.162,8.487,14.877,63.534,True
2024-04-24 12:00:00,LIFT_001,Otis Gen2,26508,0.527,1.968,0.048,10.292,35.614,False
2024-04-25 00:00:00,LIFT_001,Otis Gen2,26520,0.497,2.009,0.179,9.692,36.839,False
2024-04-25 12:00:00,LIFT_001,Otis Gen2,26532,0.535,2.118,0.257,9.949,35.639,False
2024-04-26 00:00:00,LIFT_001,Otis Gen2,26544,0.526,2.201,0.309,10.062,37.647,False
2024-04-26 12:00:00,LIFT_001,Otis Gen2,26556,0.543,2.133,0.409,9.858,35.843,False
2024-04-27 00:00:00,LIFT_001,Otis Gen2,26568,0.558,2.187,0.397,9.972,39.372,False
2024-04-27 12:00:00,LIFT_001,Otis Gen2,26580,0.556,2.26,0.613,9.858,37.345,False
2024-04-28 00:00:00,LIFT_001,Otis Gen2,26592,0.589,2.309,0.446,10.939,38.616,False
2024-04-28 12:00:00,LIFT_001,Otis Gen2,26604,0.587,2.314,0.777,11.394,38.2,False
2024-04-29 00:00:00,LIFT_001,Otis Gen2,26616,0.607,2.54,0.722,10.254,41.115,False
2024-04-29 12:00:00,LIFT_001,Otis Gen2,26628,0.636,2.594,0.969,10.959,40.427,False
2024-04-30 00:00:00,LIFT_001,Otis Gen2,26640,0.645,2.636,0.757,11.183,42.612,False
2024-04-30 12:00:00,LIFT_001,Otis Gen2,26652,0.657,2.598,0.903,10.841,41.584,False
2024-05-01 00:00:00,LIFT_001,Otis Gen2,26664,0.65,2.632,1.593,11.63,44.194,False
2024-05-01 12:00:00,LIFT_001,Otis Gen2,26676,0.672,2.67,1.198,11.182,44.045,False
2024-05-02 00:00:00,LIFT_001,Otis Gen2,26688,0.682,2.758,1.285,11.068,43.097,False
2024-05-02 12:00:00,LIFT_001,Otis Gen2,26700,0.711,3.029,1.672,10.827,45.909,False
2024-05-03 00:00:00,LIFT_001,Otis Gen2,26712,0.718,2.818,1.62,11.319,47.284,False
2024-05-03 12:00:00,LIFT_001,Otis Gen2,26724,0.716,2.817,1.746,12.168,46.585,False
2024-05-04 00:00:00,LIFT_001,Otis Gen2,26736,0.73,2.952,1.474,11.653,47.543,False
2024-05-04 12:00:00,LIFT_001,Otis Gen2,26748,0.729,3.09,1.712,11.657,48.484,False
2024-05-05 00:00:00,LIFT_001,Otis Gen2,26760,0.748,3.019,2.087,11.567,47.558,False
2024-05-05 12:00:00,LIFT_001,Otis Gen2,26772,0.698,3.056,2.232,10.966,47.966,False
2024-05-06 00:00:00,LIFT_001,Otis Gen2,26784,0.775,2.937,1.957,12.664,51.593,False
2024-05-06 12:00:00,LIFT_001,Otis Gen2,26796,0.784,3.119,1.957,12.257,50.464,False
2024-05-07 00:00:00,LIFT_001,Otis Gen2,26808,0.827,3.36,2.255,12.108,53.83,False
2024-05-07 12:00:00,LIFT_001,Otis Gen2,26820,0.814,3.246,2.283,11.928,49.044,False
2024-05-08 00:00:00,LIFT_001,Otis Gen2,26832,0.819,3.542,2.091,12.485,51.374,False
2024-05-08 12:00:00,LIFT_001,Otis Gen2,26844,0.835,3.397,2.235,12.058,51.883,False
2024-05-09 00:00:00,LIFT_001,Otis Gen2,26856,0.863,3.594,2.534,13.253,53.173,False
2024-05-09 12:00:00,LIFT_001,Otis Gen2,26868,0.841,3.521,2.743,12.453,54.001,False
2024-05-10 00:00:00,LIFT_001,Otis Gen2,26880,0.875,3.578,2.784,13.068,55.278,False
2024-05-10 12:00:00,LIFT_001,Otis Gen2,26892,0.87,3.569,2.903,12.115,55.034,False
2024-05-11 00:00:00,LIFT_001,Otis Gen2,26904,0.833,3.499,2.59,13.527,55.891,False
2024-05-11 12:00:00,LIFT_001,Otis Gen2,26916,0.869,3.766,3.242,13.349,56.32,False
2024-05-12 00:00:00,LIFT_001,Otis Gen2,26928,0.91,3.858,3.04,13.2,56.885,False
2024-05-12 12:00:00,LIFT_001,Otis Gen2,26940,0.885,3.91,3.635,12.839,58.737,False
2024-05-13 00:00:00,LIFT_001,Otis Gen2,26952,0.912,3.882,3.615,13.107,58.392,False
2024-05-13 12:00:00,LIFT_001,Otis Gen2,26964,0.905,3.852,3.021,13.673,59.871,False
2024-05-14 00:00:00,LIFT_001,Otis Gen2,26976,0.948,3.998,3.427,13.92,59.802,False
2024-05-14 12:00:00,LIFT_001,Otis Gen2,26988,0.924,4.114,3.504,13.005,59.866,False
2024-05-15 00:00:00,LIFT_001,Otis Gen2,27000,0.937,3.945,3.7,13.845,61.244,False
2024-05-15 12:00:00,LIFT_001,Otis Gen2,27012,0.987,4.052,3.75,13.604,59.944,False
2024-05-16 00:00:00,LIFT_001,Otis Gen2,27024,0.983,4.26,4.168,14.239,63.746,False
2024-05-16 12:00:00,LIFT_001,Otis Gen2,27036,1.012,4.396,4.351,13.138,63.057,False
2024-05-17 00:00:00,LIFT_001,Otis Gen2,27048,1.023,4.23,4.128,14.116,62.733,False
2024-05-17 12:00:00,LIFT_001,Otis Gen2,27060,1.033,4.443,4.155,14.5,63.824,False
2024-05-18 00:00:00,LIFT_001,Otis Gen2,27072,1.054,4.252,4.108,14.226,63.457,False
2024-05-18 12:00:00,LIFT_001,Otis Gen2,27084,1.04,4.455,4.324,14.772,64.765,False
2024-05-19 00:00:00,LIFT_001,Otis Gen2,27096,1.069,4.407,4.529,15.055,66.482,False
2024-05-19 12:00:00,LIFT_001,Otis Gen2,27108,1.101,4.528,4.638,14.588,65.606,False
2024-05-20 00:00:00,LIFT_001,Otis Gen2,27120,1.096,4.476,5.034,14.475,67.909,False
2024-05-20 12:00:00,LIFT_001,Otis Gen2,27132,1.103,4.503,4.276,15.107,69.446,False
2024-05-21 00:00:00,LIFT_001,Otis Gen2,27144,1.1,4.511,4.68,14.355,67.879,False
2024-05-21 12:00:00,LIFT_001,Otis Gen2,27156,1.138,4.722,4.669,15.209,69.828,False
2024-05-22 00:00:00,LIFT_001,Otis Gen2,27168,1.131,4.791,5.029,15.219,69.835,False
2024-05-22 12:00:00,LIFT_001,Otis Gen2,27180,1.178,4.886,4.924,14.874,69.869,False
2024-05-23 00:00:00,LIFT_001,Otis Gen2,27192,1.174,4.816,5.019,15.717,71.251,False
2024-05-23 12:00:00,LIFT_001,Otis Gen2,27204,1.196,5.009,4.958,15.228,72.682,False
2024-05-24 00:00:00,LIFT_001,Otis Gen2,27216,1.16,5.021,5.275,14.492,72.444,False
2024-05-24 12:00:00,LIFT_001,Otis Gen2,27228,1.179,4.913,5.374,14.495,72.283,False
2024-05-25 00:00:00,LIFT_001,Otis Gen2,27240,1.258,5.145,5.286,16.254,72.598,False
2024-05-25 12:00:00,LIFT_001,Otis Gen2,27252,1.208,5.016,5.603,16.327,73.224,False
2024-05-26 00:00:00,LIFT_001,Otis Gen2,27264,1.189,5.29,5.952,14.736,75.315,False
2024-05-26 12:00:00,LIFT_001,Otis Gen2,27276,1.247,5.153,5.452,16.321,75.667,False
2024-05-27 00:00:00,LIFT_001,Otis Gen2,27288,1.259,5.22,5.66,14.688,75.892,False
2024-05-27 12:00:00,LIFT_001,Otis Gen2,27300,1.294,5.244,5.605,16.225,77.373,False
2024-05-28 00:00:00,LIFT_001,Otis Gen2,27312,1.265,5.348,6.052,16.02,78.386,False
2024-05-28 12:00:00,LIFT_001,Otis Gen2,27324,1.337,5.263,6.335,16.241,79.407,False
2024-05-29 00:00:00,LIFT_001,Otis Gen2,27336,1.314,5.49,6.33,16.083,77.877,False
2024-05-29 12:00:00,LIFT_001,Otis Gen2,27348,1.328,5.45,6.396,16.386,76.954,False
2024-05-30 00:00:00,LIFT_001,Otis Gen2,27360,1.312,5.619,6.276,15.188,81.237,True
2024-05-30 12:00:00,LIFT_001,Otis Gen2,27372,0.503,1.894,0.051,10.154,37.068,False
2024-05-31 00:00:00,LIFT_001,Otis Gen2,27384,0.478,2.247,0.225,10.548,35.61,False
2024-05-31 12:00:00,LIFT_001,Otis Gen2,27396,0.495,2.329,0.508,10.744,36.411,False
2024-06-01 00:00:00,LIFT_001,Otis Gen2,27408,0.506,2.225,0.73,10.599,36.171,False
2024-06-01 12:00:00,LIFT_001,Otis Gen2,27420,0.513,2.461,0.458,10.107,36.715,False
2024-06-02 00:00:00,LIFT_001,Otis Gen2,27432,0.522,2.561,0.617,11.656,39.813,False
2024-06-02 12:00:00,LIFT_001,Otis Gen2,27444,0.521,2.789,1.215,11.369,38.454,False
2024-06-03 00:00:00,LIFT_001,Otis Gen2,27456,0.564,2.834,1.053,11.265,41.276,False
2024-06-03 12:00:00,LIFT_001,Otis Gen2,27468,0.6,2.896,1.648,10.827,41.481,False
2024-06-04 00:00:00,LIFT_001,Otis Gen2,27480,0.525,3.016,1.542,11.2,40.768,False
2024-06-04 12:00:00,LIFT_001,Otis Gen2,27492,0.573,3.372,2.006,12.099,42.537,False
2024-06-05 00:00:00,LIFT_001,Otis Gen2,27504,0.542,3.533,1.953,11.874,44.407,False
2024-06-05 12:00:00,LIFT_001,Otis Gen2,27516,0.581,3.374,2.079,12.209,43.377,False
2024-06-06 00:00:00,LIFT_001,Otis Gen2,27528,0.58,3.726,2.591,11.816,44.049,False
2024-06-06 12:00:00,LIFT_001,Otis Gen2,27540,0.578,3.863,2.751,11.677,46.052,False
2024-06-07 00:00:00,LIFT_001,Otis Gen2,27552,0.588,3.819,2.677,11.445,45.41,False
2024-06-07 12:00:00,LIFT_001,Otis Gen2,27564,0.621,3.951,3.055,11.735,46.134,False
2024-06-08 00:00:00,LIFT_001,Otis Gen2,27576,0.572,4.136,3.167,12.462,47.33,False
2024-06-08 12:00:00,LIFT_001,Otis Gen2,27588,0.584,4.393,3.436,12.42,47.809,False
2024-06-09 00:00:00,LIFT_001,Otis Gen2,27600,0.604,4.434,3.678,11.576,47.992,False
2024-06-09 12:00:00,LIFT_001,Otis Gen2,27612,0.615,4.564,4.01,12.193,48.745,False
2024-06-10 00:00:00,LIFT_001,Otis Gen2,27624,0.616,4.586,3.891,13.093,48.901,False
2024-06-10 12:00:00,LIFT_001,Otis Gen2,27636,0.641,4.622,4.036,12.672,52.342,False
2024-06-11 00:00:00,LIFT_001,Otis Gen2,27648,0.633,4.699,3.937,12.983,51.993,False
2024-06-11 12:00:00,LIFT_001,Otis Gen2,27660,0.652,5.063,4.758,12.825,52.986,False
2024-06-12 00:00:00,LIFT_001,Otis Gen2,27672,0.618,5.083,4.353,13.086,52.757,False
2024-06-12 12:00:00,LIFT_001,Otis Gen2,27684,0.659,5.307,4.717,13.257,52.018,False
2024-06-13 00:00:00,LIFT_001,Otis Gen2,27696,0.69,5.397,4.994,14.276,52.986,False
2024-06-13 12:00:00,LIFT_001,Otis Gen2,27708,0.646,5.445,5.267,13.826,55.68,False
2024-06-14 00:00:00,LIFT_001,Otis Gen2,27720,0.726,5.456,5.59,13.461,55.066,False
2024-06-14 12:00:00,LIFT_001,Otis Gen2,27732,0.668,5.717,5.994,14.289,56.388,False
2024-06-15 00:00:00,LIFT_001,Otis Gen2,27744,0.714,5.784,5.58,12.908,56.377,False
2024-06-15 12:00:00,LIFT_001,Otis Gen2,27756,0.696,6.072,6.064,13.421,58.592,False
2024-06-16 00:00:00,LIFT_001,Otis Gen2,27768,0.704,6.262,5.844,14.411,57.313,False
2024-06-16 12:00:00,LIFT_001,Otis Gen2,27780,0.697,6.369,6.43,13.958,59.219,False
2024-06-17 00:00:00,LIFT_001,Otis Gen2,27792,0.68,6.558,6.559,15.072,59.399,False
2024-06-17 12:00:00,LIFT_001,Otis Gen2,27804,0.706,6.493,6.964,14.287,61.282,False
2024-06-18 00:00:00,LIFT_001,Otis Gen2,27816,0.715,6.499,6.863,14.181,61.383,False
2024-06-18 12:00:00,LIFT_001,Otis Gen2,27828,0.705,6.916,7.148,14.811,62.717,False
2024-06-19 00:00:00,LIFT_001,Otis Gen2,27840,0.754,6.949,7.2,14.142,62.088,False
2024-06-19 12:00:00,LIFT_001,Otis Gen2,27852,0.729,7.088,7.474,15.502,62.873,False
2024-06-20 00:00:00,LIFT_001,Otis Gen2,27864,0.746,7.323,7.8,15.256,63.596,False
2024-06-20 12:00:00,LIFT_001,Otis Gen2,27876,0.74,7.246,7.812,15.793,64.688,False
2024-06-21 00:00:00,LIFT_001,Otis Gen2,27888,0.732,7.635,8.173,14.841,65.18,False
2024-06-21 12:00:00,LIFT_001,Otis Gen2,27900,0.767,7.756,8.076,16.161,67.734,False
2024-06-22 00:00:00,LIFT_001,Otis Gen2,27912,0.759,7.685,8.279,15.701,67.01,False
2024-06-22 12:00:00,LIFT_001,Otis Gen2,27924,0.79,7.948,8.525,14.948,67.737,False
2024-06-23 00:00:00,LIFT_001,Otis Gen2,27936,0.789,7.991,8.798,16.123,69.986,False
2024-06-23 12:00:00,LIFT_001,Otis Gen2,27948,0.797,8.056,8.952,16.104,70.82,True
2024-06-24 00:00:00,LIFT_001,Otis Gen2,27960,0.524,2.104,0.008,10.299,35.529,False
2024-06-24 12:00:00,LIFT_001,Otis Gen2,27972,0.508,1.893,0.407,10.801,34.384,False
2024-06-25 00:00:00,LIFT_001,Otis Gen2,27984,0.492,2.048,0.303,10.268,37.394,False
2024-06-25 12:00:00,LIFT_001,Otis Gen2,27996,0.485,2.251,0.56,10.549,37.398,False
2024-06-26 00:00:00,LIFT_001,Otis Gen2,28008,0.555,2.13,0.915,10.535,36.742,False
2024-06-26 12:00:00,LIFT_001,Otis Gen2,28020,0.515,2.032,1.049,10.094,37.181,False
2024-06-27 00:00:00,LIFT_001,Otis Gen2,28032,0.596,2.271,1.233,10.921,38.138,False
2024-06-27 12:00:00,LIFT_001,Otis Gen2,28044,0.572,2.26,1.414,10.34,40.375,False
2024-06-28 00:00:00,LIFT_001,Otis Gen2,28056,0.592,2.021,1.577,10.39,39.123,False
2024-06-28 12:00:00,LIFT_001,Otis Gen2,28068,0.607,2.28,1.647,10.687,40.879,False
2024-06-29 00:00:00,LIFT_001,Otis Gen2,28080,0.595,2.244,2.205,11.785,41.392,False
2024-06-29 12:00:00,LIFT_001,Otis Gen2,28092,0.636,2.282,2.351,11.059,41.642,False
2024-06-30 00:00:00,LIFT_001,Otis Gen2,28104,0.628,2.278,2.696,10.357,40.781,False
2024-06-30 12:00:00,LIFT_001,Otis Gen2,28116,0.672,2.35,2.926,12.118,40.396,False
2024-07-01 00:00:00,LIFT_001,Otis Gen2,28128,0.662,2.497,3.322,10.775,44.754,False
2024-07-01 12:00:00,LIFT_001,Otis Gen2,28140,0.635,2.568,3.201,11.849,43.945,False
2024-07-02 00:00:00,LIFT_001,Otis Gen2,28152,0.622,2.182,3.464,11.429,44.887,False
2024-07-02 12:00:00,LIFT_001,Otis Gen2,28164,0.664,2.726,3.682,11.435,45.42,False
2024-07-03 00:00:00,LIFT_001,Otis Gen2,28176,0.671,2.565,3.606,11.752,45.197,False
2024-07-03 12:00:00,LIFT_001,Otis Gen2,28188,0.667,2.784,3.847,11.857,45.466,False
2024-07-04 00:00:00,LIFT_001,Otis Gen2,28200,0.705,2.49,4.446,12.97,46.022,False
2024-07-04 12:00:00,LIFT_001,Otis Gen2,28212,0.733,2.61,4.793,13.143,47.221,False
2024-07-05 00:00:00,LIFT_001,Otis Gen2,28224,0.689,2.774,4.75,12.397,47.708,False
2024-07-05 12:00:00,LIFT_001,Otis Gen2,28236,0.711,2.826,4.983,11.522,49.328,False
2024-07-06 00:00:00,LIFT_001,Otis Gen2,28248,0.749,2.708,5.457,12.033,49.065,False
2024-07-06 12:00:00,LIFT_001,Otis Gen2,28260,0.764,2.779,5.07,12.531,49.412,False
2024-07-07 00:00:00,LIFT_001,Otis Gen2,28272,0.776,2.817,5.58,12.013,50.19,False
2024-07-07 12:00:00,LIFT_001,Otis Gen2,28284,0.788,2.755,5.768,12.166,49.829,False
2024-07-08 00:00:00,LIFT_001,Otis Gen2,28296,0.777,2.881,6.387,12.504,51.556,False
2024-07-08 12:00:00,LIFT_001,Otis Gen2,28308,0.764,2.956,6.282,13.574,53.311,False
2024-07-09 00:00:00,LIFT_001,Otis Gen2,28320,0.806,2.879,6.457,12.872,53.746,False
2024-07-09 12:00:00,LIFT_001,Otis Gen2,28332,0.825,2.927,6.338,13.691,53.967,False
2024-07-10 00:00:00,LIFT_001,Otis Gen2,28344,0.812,3.042,6.859,13.782,52.049,False
2024-07-10 12:00:00,LIFT_001,Otis Gen2,28356,0.821,3.178,7.171,14.106,53.35,False
2024-07-11 00:00:00,LIFT_001,Otis Gen2,28368,0.86,3.15,6.936,13.17,55.058,False
2024-07-11 12:00:00,LIFT_001,Otis Gen2,28380,0.816,3.052,7.66,13.22,56.0,False
2024-07-12 00:00:00,LIFT_001,Otis Gen2,28392,0.863,3.109,7.559,13.842,54.764,False
2024-07-12 12:00:00,LIFT_001,Otis Gen2,28404,0.868,3.28,7.824,13.247,57.669,False
2024-07-13 00:00:00,LIFT_001,Otis Gen2,28416,0.882,3.247,8.135,12.514,58.717,False
2024-07-13 12:00:00,LIFT_001,Otis Gen2,28428,0.93,3.332,7.634,14.031,57.663,False
2024-07-14 00:00:00,LIFT_001,Otis Gen2,28440,0.876,3.246,8.525,14.157,58.78,False
2024-07-14 12:00:00,LIFT_001,Otis Gen2,28452,0.886,3.207,8.621,13.142,57.944,False
2024-07-15 00:00:00,LIFT_001,Otis Gen2,28464,0.914,3.438,8.876,13.719,58.728,False
2024-07-15 12:00:00,LIFT_001,Otis Gen2,28476,0.929,3.445,9.597,14.338,60.642,False
2024-07-16 00:00:00,LIFT_001,Otis Gen2,28488,0.927,3.32,9.537,14.136,60.933,False
2024-07-16 12:00:00,LIFT_001,Otis Gen2,28500,0.947,3.329,9.61,13.381,62.237,False
2024-07-17 00:00:00,LIFT_001,Otis Gen2,28512,1.005,3.364,9.913,14.914,63.562,False
2024-07-17 12:00:00,LIFT_001,Otis Gen2,28524,0.963,3.27,10.106,14.65,62.529,False
2024-07-18 00:00:00,LIFT_001,Otis Gen2,28536,0.975,3.495,10.339,14.843,63.25,False
2024-07-18 12:00:00,LIFT_001,Otis Gen2,28548,0.995,3.483,10.609,14.467,64.134,False
2024-07-19 00:00:00,LIFT_001,Otis Gen2,28560,0.965,3.506,10.807,14.362,64.334,False
2024-07-19 12:00:00,LIFT_001,Otis Gen2,28572,0.96,3.437,10.687,15.027,65.58,False
2024-07-20 00:00:00,LIFT_001,Otis Gen2,28584,1.016,3.566,11.046,15.432,66.053,False
2024-07-20 12:00:00,LIFT_001,Otis Gen2,28596,1.021,3.764,11.726,14.548,66.955,False
2024-07-21 00:00:00,LIFT_001,Otis Gen2,28608,1.099,3.694,11.573,15.241,67.516,False
2024-07-21 12:00:00,LIFT_001,Otis Gen2,28620,1.063,3.572,11.758,14.232,67.41,False
2024-07-22 00:00:00,LIFT_001,Otis Gen2,28632,1.039,3.762,11.646,15.208,69.179,False
2024-07-22 12:00:00,LIFT_001,Otis Gen2,28644,1.054,3.568,12.243,15.268,68.619,False
2024-07-23 00:00:00,LIFT_001,Otis Gen2,28656,1.063,3.987,12.093,17.076,69.008,False
2024-07-23 12:00:00,LIFT_001,Otis Gen2,28668,1.091,3.763,12.496,15.364,70.593,False
2024-07-24 00:00:00,LIFT_001,Otis Gen2,28680,1.069,3.888,12.396,15.991,71.434,False
2024-07-24 12:00:00,LIFT_001,Otis Gen2,28692,1.082,3.95,13.057,16.751,70.322,False
2024-07-25 00:00:00,LIFT_001,Otis Gen2,28704,1.173,3.674,13.195,15.2,73.622,False
2024-07-25 12:00:00,LIFT_001,Otis Gen2,28716,1.122,3.926,13.563,16.145,71.77,False
2024-07-26 00:00:00,LIFT_001,Otis Gen2,28728,1.112,3.991,13.764,16.592,74.869,False
2024-07-26 12:00:00,LIFT_001,Otis Gen2,28740,1.104,3.999,14.141,16.28,71.212,False
2024-07-27 00:00:00,LIFT_001,Otis Gen2,28752,1.131,4.069,14.174,16.776,73.362,False
2024-07-27 12:00:00,LIFT_001,Otis Gen2,28764,1.172,3.972,14.382,16.564,73.915,False
2024-07-28 00:00:00,LIFT_001,Otis Gen2,28776,1.208,3.927,14.515,16.213,77.163,False
2024-07-28 12:00:00,LIFT_001,Otis Gen2,28788,1.199,4.064,14.702,17.663,74.976,False
2024-07-29 00:00:00,LIFT_001,Otis Gen2,28800,1.161,4.189,15.034,17.163,77.188,True
2024-07-29 12:00:00,LIFT_001,Otis Gen2,28812,0.535,2.036,0.239,9.253,32.876,False
2024-07-30 00:00:00,LIFT_001,Otis Gen2,28824,0.524,2.019,0.679,9.65,34.994,False
2024-07-30 12:00:00,LIFT_001,Otis Gen2,28836,0.507,2.172,0.093,10.6,35.852,False
2024-07-31 00:00:00,LIFT_001,Otis Gen2,28848,0.5,2.041,0.165,10.182,37.446,False
2024-07-31 12:00:00,LIFT_001,Otis Gen2,28860,0.525,2.419,0.619,10.421,36.868,False
2024-08-01 00:00:00,LIFT_001,Otis Gen2,28872,0.535,2.308,0.335,10.387,38.924,False
2024-08-01 12:00:00,LIFT_001,Otis Gen2,28884,0.548,2.378,0.602,11.063,39.582,False
2024-08-02 00:00:00,LIFT_001,Otis Gen2,28896,0.591,2.417,0.33,11.22,40.591,False
2024-08-02 12:00:00,LIFT_001,Otis Gen2,28908,0.581,2.349,1.025,11.513,40.824,False
2024-08-03 00:00:00,LIFT_001,Otis Gen2,28920,0.555,2.83,0.693,10.907,40.973,False
2024-08-03 12:00:00,LIFT_001,Otis Gen2,28932,0.586,2.714,1.077,10.772,42.635,False
2024-08-04 00:00:00,LIFT_001,Otis Gen2,28944,0.612,2.911,0.713,12.159,45.108,False
2024-08-04 12:00:00,LIFT_001,Otis Gen2,28956,0.634,2.877,0.616,11.69,47.046,False
2024-08-05 00:00:00,LIFT_001,Otis Gen2,28968,0.604,2.918,1.178,10.463,48.573,False
2024-08-05 12:00:00,LIFT_001,Otis Gen2,28980,0.613,3.081,1.29,12.689,48.223,False
2024-08-06 00:00:00,LIFT_001,Otis Gen2,28992,0.636,3.015,1.56,11.27,49.378,False
2024-08-06 12:00:00,LIFT_001,Otis Gen2,29004,0.628,3.303,1.526,12.676,49.73,False
2024-08-07 00:00:00,LIFT_001,Otis Gen2,29016,0.624,3.166,1.722,12.585,51.745,False
2024-08-07 12:00:00,LIFT_001,Otis Gen2,29028,0.676,3.229,1.521,12.7,49.165,False
2024-08-08 00:00:00,LIFT_001,Otis Gen2,29040,0.711,3.443,2.019,12.005,53.639,False
2024-08-08 12:00:00,LIFT_001,Otis Gen2,29052,0.732,3.341,2.022,12.943,51.766,False
2024-08-09 00:00:00,LIFT_001,Otis Gen2,29064,0.706,3.63,1.84,13.673,52.559,False
2024-08-09 12:00:00,LIFT_001,Otis Gen2,29076,0.676,3.634,2.059,12.879,55.951,False
2024-08-10 00:00:00,LIFT_001,Otis Gen2,29088,0.726,3.779,2.123,13.685,55.611,False
2024-08-10 12:00:00,LIFT_001,Otis Gen2,29100,0.765,3.686,2.662,13.549,55.597,False
2024-08-11 00:00:00,LIFT_001,Otis Gen2,29112,0.761,3.853,2.504,14.29,58.225,False
2024-08-11 12:00:00,LIFT_001,Otis Gen2,29124,0.731,4.012,2.428,14.169,56.649,False
2024-08-12 00:00:00,LIFT_001,Otis Gen2,29136,0.761,3.924,2.851,14.284,59.958,False
2024-08-12 12:00:00,LIFT_001,Otis Gen2,29148,0.772,3.962,2.939,15.116,61.027,False
2024-08-13 00:00:00,LIFT_001,Otis Gen2,29160,0.803,4.078,2.548,14.287,61.984,False
2024-08-13 12:00:00,LIFT_001,Otis Gen2,29172,0.773,4.263,2.862,13.915,62.984,False
2024-08-14 00:00:00,LIFT_001,Otis Gen2,29184,0.807,4.3,3.125,13.953,63.848,False
2024-08-14 12:00:00,LIFT_001,Otis Gen2,29196,0.776,4.245,2.861,14.237,63.748,False
2024-08-15 00:00:00,LIFT_001,Otis Gen2,29208,0.804,4.514,3.017,14.063,66.352,False
2024-08-15 12:00:00,LIFT_001,Otis Gen2,29220,0.801,4.498,3.264,15.102,67.221,False
2024-08-16 00:00:00,LIFT_001,Otis Gen2,29232,0.837,4.491,3.703,15.247,66.895,False
2024-08-16 12:00:00,LIFT_001,Otis Gen2,29244,0.856,4.676,3.441,16.543,67.683,False
2024-08-17 00:00:00,LIFT_001,Otis Gen2,29256,0.84,4.736,3.669,14.691,66.908,False
2024-08-17 12:00:00,LIFT_001,Otis Gen2,29268,0.844,4.635,3.463,15.842,68.898,False
2024-08-18 00:00:00,LIFT_001,Otis Gen2,29280,0.836,4.879,3.814,14.891,71.525,False
2024-08-18 12:00:00,LIFT_001,Otis Gen2,29292,0.89,5.041,3.978,16.987,71.264,False
2024-08-19 00:00:00,LIFT_001,Otis Gen2,29304,0.886,4.977,3.828,16.799,71.191,False
2024-08-19 12:00:00,LIFT_001,Otis Gen2,29316,0.875,5.23,4.125,15.998,74.305,False
2024-08-20 00:00:00,LIFT_001,Otis Gen2,29328,0.909,5.316,4.03,16.84,77.009,False
2024-08-20 12:00:00,LIFT_001,Otis Gen2,29340,0.923,5.245,4.252,16.291,77.67,False
2024-08-21 00:00:00,LIFT_001,Otis Gen2,29352,0.924,5.286,4.034,17.17,77.065,False
2024-08-21 12:00:00,LIFT_001,Otis Gen2,29364,0.92,5.445,3.993,16.861,77.566,False
2024-08-22 00:00:00,LIFT_001,Otis Gen2,29376,0.974,5.384,4.132,16.468,76.692,False
2024-08-22 12:00:00,LIFT_001,Otis Gen2,29388,0.976,5.689,4.545,17.673,79.078,False
2024-08-23 00:00:00,LIFT_001,Otis Gen2,29400,0.956,5.575,4.513,16.436,80.124,True
2024-08-23 12:00:00,LIFT_001,Otis Gen2,29412,0.499,2.07,0.024,10.823,37.542,False
2024-08-24 00:00:00,LIFT_001,Otis Gen2,29424,0.526,2.164,0.176,9.609,36.045,False
2024-08-24 12:00:00,LIFT_001,Otis Gen2,29436,0.508,2.334,0.043,10.147,34.858,False
2024-08-25 00:00:00,LIFT_001,Otis Gen2,29448,0.511,2.461,0.021,11.011,36.64,False
2024-08-25 12:00:00,LIFT_001,Otis Gen2,29460,0.555,2.491,0.281,9.871,38.006,False
2024-08-26 00:00:00,LIFT_001,Otis Gen2,29472,0.541,2.797,0.348,10.182,39.121,False
2024-08-26 12:00:00,LIFT_001,Otis Gen2,29484,0.553,2.945,0.561,10.237,41.015,False
2024-08-27 00:00:00,LIFT_001,Otis Gen2,29496,0.564,2.967,0.364,12.026,40.05,False
2024-08-27 12:00:00,LIFT_001,Otis Gen2,29508,0.609,3.016,0.16,11.292,41.94,False
2024-08-28 00:00:00,LIFT_001,Otis Gen2,29520,0.547,3.391,0.032,11.364,44.111,False
2024-08-28 12:00:00,LIFT_001,Otis Gen2,29532,0.659,3.381,0.224,12.242,44.513,False
2024-08-29 00:00:00,LIFT_001,Otis Gen2,29544,0.617,3.497,0.418,11.585,44.829,False
2024-08-29 12:00:00,LIFT_001,Otis Gen2,29556,0.627,3.656,0.741,11.175,45.002,False
2024-08-30 00:00:00,LIFT_001,Otis Gen2,29568,0.616,3.853,0.276,12.521,44.928,False
2024-08-30 12:00:00,LIFT_001,Otis Gen2,29580,0.625,3.947,1.057,12.592,45.185,False
2024-08-31 00:00:00,LIFT_001,Otis Gen2,29592,0.645,4.086,1.214,11.926,47.041,False
2024-08-31 12:00:00,LIFT_001,Otis Gen2,29604,0.714,4.287,1.028,12.192,48.735,False
2024-09-01 00:00:00,LIFT_001,Otis Gen2,29616,0.722,4.394,1.093,12.909,48.662,False
